date,o,h,l,c,v
2004-01-28,41.2966,41.5806,40.6387,40.9984,1823800
2004-01-29,40.8091,40.9795,40.7144,40.9132,814500
2004-01-30,41.1310,41.2824,40.9890,41.1972,526200
2004-02-02,41.0869,41.2913,41.0537,41.1107,335600
2004-02-03,41.3103,41.3436,41.1582,41.3198,350900
2004-02-04,41.2485,41.2818,41.1012,41.2390,645700
2004-02-05,41.2723,41.3864,40.9871,41.0774,971400
2004-02-06,41.4149,41.5622,41.3626,41.5289,798200
2004-02-09,41.6145,41.6525,41.5337,41.6525,272400
2004-02-10,41.5765,41.6097,41.3673,41.4196,203200
2004-02-11,41.3579,41.9187,41.3056,41.7286,1335100
2004-02-12,41.7523,41.8236,41.4719,41.5527,256700
2004-02-13,41.7286,41.8712,41.6193,41.7286,513600
2004-02-17,41.7571,41.7713,41.6002,41.7000,644100
2004-02-18,41.8711,41.9092,41.6763,41.7571,990900
2004-02-19,41.6002,41.7999,41.5717,41.7999,668900
2004-02-20,41.7048,41.7428,41.4434,41.5099,1009800
2004-02-23,41.5337,41.7666,41.5005,41.7666,504000
2004-02-24,41.8474,42.0090,41.7571,41.8427,940900
2004-02-25,41.9282,41.9947,41.8379,41.9092,572300
2004-02-26,41.7523,41.8046,41.6050,41.7761,399100
2004-02-27,41.9282,42.1943,41.8046,42.1373,836000
2004-03-01,42.2117,42.2976,42.0113,42.1211,771900
2004-03-02,42.0495,42.0877,41.7059,41.8538,676000
2004-03-03,41.7012,41.8204,41.5675,41.7775,718000
2004-03-04,41.7059,41.9684,41.6773,41.9636,421600
2004-03-05,42.8368,42.9466,42.7175,42.7748,2789800
2004-03-08,42.9752,43.0993,42.9466,43.0277,1309400
2004-03-09,43.0659,43.3522,43.0373,43.3140,829000
2004-03-10,43.1947,43.3904,43.1757,43.2854,878900
2004-03-11,43.4476,43.4476,43.0181,43.3474,1337100
2004-03-12,43.2377,43.3331,43.0516,43.0802,442100
2004-03-15,43.1470,43.2520,43.0564,43.1518,756200
2004-03-16,43.0850,43.5097,42.9704,43.5097,1374200
2004-03-17,43.6481,43.6528,43.3761,43.4381,1936500
2004-03-18,43.2854,43.4524,43.1375,43.2090,1842100
2004-03-19,43.1709,43.2329,43.0468,43.1518,366700
2004-03-22,43.2281,43.4142,43.2281,43.4142,947200
2004-03-23,43.3713,43.4906,43.3045,43.4906,562200
2004-03-24,43.5001,43.5335,43.3856,43.4667,327400
2004-03-25,43.2902,43.3952,43.2568,43.2997,514000
2004-03-26,43.1756,43.2329,42.7557,42.8416,1378600
2004-03-29,42.4933,42.5792,42.4217,42.5553,2454000
2004-03-30,42.6126,42.6746,42.5028,42.5267,1021000
2004-03-31,42.5887,42.7700,42.5696,42.7319,1647300
2004-04-01,42.6255,42.6638,42.4195,42.5920,1309200
2004-04-02,41.7393,41.7393,41.3944,41.5381,2603700
2004-04-05,41.3512,41.3848,41.1548,41.2123,1422700
2004-04-06,41.3896,41.4375,41.2938,41.4375,1695400
2004-04-07,41.3416,41.5812,41.3177,41.3416,659600
2004-04-08,41.2794,41.3991,41.1884,41.2219,893700
2004-04-12,41.1070,41.1357,41.0064,41.0734,311700
2004-04-13,40.6854,40.7716,40.6088,40.6279,1449500
2004-04-14,40.2303,40.6039,40.2303,40.5944,2529200
2004-04-15,40.5608,40.6231,40.3261,40.3548,1184800
2004-04-16,40.5656,40.6567,40.4363,40.5081,986900
2004-04-19,40.6470,40.6758,40.3836,40.4219,682100
